Index,num,tm,hh24,n,stn,sum_qctr,sum_load,n_mean_load,nph_ta,nph_hm,nph_ws_10m,nph_rn_60m,nph_ta_chi,weekday,week_name,elec
6576212,18837,2020-01-01 01:00:00,1,80,569,167350,24859.96,314.635004838342,-3.5,22.8,1.0,0.0,-5.6,2,0,98.77
6576213,18837,2020-01-01 02:00:00,2,80,569,167350,22572.64,314.635004838342,-3.7,21.7,1.7,0.0,-5.5,2,0,89.68
6576214,18837,2020-01-01 03:00:00,3,80,569,167350,20269.36,314.635004838342,-3.6,20.0,1.0,0.0,-5.5,2,0,80.53
6576215,18837,2020-01-01 04:00:00,4,80,569,167350,18410.08,314.635004838342,-3.4,31.1,1.1,0.0,-5.4,2,0,73.14
6576216,18837,2020-01-01 05:00:00,5,80,569,167350,17783.16,314.635004838342,-2.8,43.5,0.9,0.0,-5.2,2,0,70.65
6576217,18837,2020-01-01 06:00:00,6,80,569,167350,17902.72,314.635004838342,-2.4,49.0,0.9,0.0,-5.0,2,0,71.12
6576218,18837,2020-01-01 07:00:00,7,80,569,167350,18560.96,314.635004838342,-2.0,52.6,0.8,0.0,-4.9,2,0,73.74
6576219,18837,2020-01-01 08:00:00,8,80,569,167350,20085.2,314.635004838342,-1.8,58.9,0.6,0.0,-4.8,2,0,79.8
6576220,18837,2020-01-01 09:00:00,9,80,569,167350,23463.36,314.635004838342,-1.2,58.6,0.7,0.0,-4.6,2,0,93.22
6576221,18837,2020-01-01 10:00:00,10,80,569,167350,26071.8,314.635004838342,0.7,51.4,0.8,0.0,-4.3,2,0,103.58
6576222,18837,2020-01-01 11:00:00,11,80,569,167350,27087.92,314.635004838342,2.5,45.3,0.6,0.0,-3.5,2,0,107.62
6576223,18837,2020-01-01 12:00:00,12,80,569,167350,26987.84,314.635004838342,4.0,42.4,0.5,0.0,-2.5,2,0,107.22
6576224,18837,2020-01-01 13:00:00,13,80,569,167350,26716.12,314.635004838342,4.5,39.3,0.7,0.0,-1.4,2,0,106.14
6576225,18837,2020-01-01 14:00:00,14,80,569,167350,26166.8,314.635004838342,5.3,38.9,0.4,0.0,-0.4,2,0,103.96
6576226,18837,2020-01-01 15:00:00,15,80,569,167350,25594.08,314.635004838342,4.9,44.5,0.3,0.0,-0.1,2,0,101.68
6576227,18837,2020-01-01 16:00:00,16,80,569,167350,25495.56,314.635004838342,4.8,45.5,1.1,0.0,0.2,2,0,101.29
6576228,18837,2020-01-01 17:00:00,17,80,569,167350,26830.44,314.635004838342,3.7,49.6,1.0,0.0,0.0,2,0,106.59
6576229,18837,2020-01-01 18:00:00,18,80,569,167350,30493.32,314.635004838342,2.8,53.0,1.4,0.0,-0.3,2,0,121.15
6576230,18837,2020-01-01 19:00:00,19,80,569,167350,32122.04,314.635004838342,2.2,55.4,0.7,0.0,-0.5,2,0,127.62
6576231,18837,2020-01-01 20:00:00,20,80,569,167350,32358.8,314.635004838342,1.8,56.2,1.5,0.0,-0.8,2,0,128.56
6576232,18837,2020-01-01 21:00:00,21,80,569,167350,32174.52,314.635004838342,1.7,55.5,0.3,0.0,-1.0,2,0,127.82
6576233,18837,2020-01-01 22:00:00,22,80,569,167350,31679.8,314.635004838342,1.2,58.8,1.0,0.0,-1.5,2,0,125.86
6576234,18837,2020-01-01 23:00:00,23,80,569,167350,30074.8,314.635004838342,0.9,61.6,0.4,0.0,-1.5,2,0,119.48
6576235,18837,2020-01-02 00:00:00,24,80,569,167350,27099.4,314.635004838342,0.6,59.9,0.7,0.0,-1.4,3,0,107.66
6576236,18837,2020-01-02 01:00:00,1,80,569,167350,23643.44,314.635004838342,0.3,61.3,0.8,0.0,-1.3,3,0,93.93
6576237,18837,2020-01-02 02:00:00,2,80,569,167350,20436.76,314.635004838342,0.4,61.6,0.7,0.0,-1.3,3,0,81.19
6576238,18837,2020-01-02 03:00:00,3,80,569,167350,18548.28,314.635004838342,0.9,59.5,1.3,0.0,-1.3,3,0,73.69
6576239,18837,2020-01-02 04:00:00,4,80,569,167350,17547.44,314.635004838342,0.5,61.4,0.8,0.0,-1.1,3,0,69.71
6576240,18837,2020-01-02 05:00:00,5,80,569,167350,17294.52,314.635004838342,0.8,59.4,1.2,0.0,-1.0,3,0,68.71
6576241,18837,2020-01-02 06:00:00,6,80,569,167350,18632.76,314.635004838342,0.2,56.2,1.1,0.0,-0.9,3,0,74.03
6576242,18837,2020-01-02 07:00:00,7,80,569,167350,21854.68,314.635004838342,-0.2,63.1,1.2,0.0,-0.8,3,0,86.83
6576243,18837,2020-01-02 08:00:00,8,80,569,167350,24848.32,314.635004838342,-0.1,60.2,0.9,0.0,-0.7,3,0,98.72
6576244,18837,2020-01-02 09:00:00,9,80,569,167350,26128.68,314.635004838342,0.6,63.0,0.7,0.0,-0.2,3,0,103.81
6576245,18837,2020-01-02 10:00:00,10,80,569,167350,25244.24,314.635004838342,2.0,58.1,0.6,0.0,0.7,3,0,100.29
6576246,18837,2020-01-02 11:00:00,11,80,569,167350,24468.48,314.635004838342,4.0,53.4,0.3,0.0,1.5,3,0,97.21
6576247,18837,2020-01-02 12:00:00,12,80,569,167350,23997.6,314.635004838342,5.1,48.6,0.1,0.0,2.5,3,0,95.34
6576248,18837,2020-01-02 13:00:00,13,80,569,167350,23897.36,314.635004838342,7.0,44.2,0.8,0.0,3.5,3,0,94.94
6576249,18837,2020-01-02 14:00:00,14,80,569,167350,23609.72,314.635004838342,8.4,40.9,1.6,0.0,3.8,3,0,93.8
6576250,18837,2020-01-02 15:00:00,15,80,569,167350,23516.28,314.635004838342,7.7,45.6,1.6,0.0,4.1,3,0,93.43
6576251,18837,2020-01-02 16:00:00,16,80,569,167350,23616.32,314.635004838342,6.9,48.6,1.6,0.0,3.2,3,0,93.82
6576252,18837,2020-01-02 17:00:00,17,80,569,167350,25231.52,314.635004838342,5.6,51.3,0.9,0.0,2.4,3,0,100.24
6576253,18837,2020-01-02 18:00:00,18,80,569,167350,29291.0,314.635004838342,4.6,55.1,1.0,0.0,2.0,3,0,116.37
6576254,18837,2020-01-02 19:00:00,19,80,569,167350,31558.04,314.635004838342,3.6,54.9,1.3,0.0,2.4,3,0,125.38
6576255,18837,2020-01-02 20:00:00,20,80,569,167350,32529.72,314.635004838342,3.4,56.8,1.2,0.0,0.5,3,0,129.24
6576256,18837,2020-01-02 21:00:00,21,80,569,167350,32493.12,314.635004838342,2.6,60.7,1.2,0.0,-0.2,3,0,129.09
6576257,18837,2020-01-02 22:00:00,22,80,569,167350,31923.44,314.635004838342,2.9,60.5,0.5,0.0,-0.9,3,0,126.83
6576258,18837,2020-01-02 23:00:00,23,80,569,167350,30277.32,314.635004838342,2.6,61.1,1.6,0.0,-1.5,3,0,120.29
6576259,18837,2020-01-03 00:00:00,24,80,569,167350,27180.12,314.635004838342,1.7,61.4,2.4,0.0,-2.0,4,0,107.98
6576260,18837,2020-01-03 01:00:00,1,80,569,167350,23930.16,314.635004838342,2.4,59.6,1.8,0.0,-2.3,4,0,95.07
6576261,18837,2020-01-03 02:00:00,2,80,569,167350,20674.2,314.635004838342,2.7,58.5,2.4,0.0,-3.0,4,0,82.14
6576262,18837,2020-01-03 03:00:00,3,80,569,167350,18852.32,314.635004838342,2.5,57.9,2.1,0.0,-3.3,4,0,74.9
6576263,18837,2020-01-03 04:00:00,4,80,569,167350,17876.84,314.635004838342,2.5,55.8,1.7,0.0,-3.6,4,0,71.02
6576264,18837,2020-01-03 05:00:00,5,80,569,167350,17633.52,314.635004838342,1.9,57.2,1.6,0.0,-4.0,4,0,70.06
6576265,18837,2020-01-03 06:00:00,6,80,569,167350,18528.4,314.635004838342,1.5,54.2,1.0,0.0,-4.2,4,0,73.61
6576266,18837,2020-01-03 07:00:00,7,80,569,167350,21785.24,314.635004838342,1.9,49.3,0.8,0.0,-4.3,4,0,86.55
6576267,18837,2020-01-03 08:00:00,8,80,569,167350,24734.4,314.635004838342,2.0,47.4,1.1,0.0,-4.6,4,0,98.27
6576268,18837,2020-01-03 09:00:00,9,80,569,167350,25859.16,314.635004838342,3.3,42.7,0.9,0.0,-3.2,4,0,102.73
6576269,18837,2020-01-03 10:00:00,10,80,569,167350,24603.4,314.635004838342,5.5,33.2,0.7,0.0,-0.9,4,0,97.75
6576270,18837,2020-01-03 11:00:00,11,80,569,167350,23608.48,314.635004838342,7.0,27.8,0.2,0.0,0.7,4,0,93.79
6576271,18837,2020-01-03 12:00:00,12,80,569,167350,22944.88,314.635004838342,7.9,27.6,0.9,0.0,2.2,4,0,91.16
6576272,18837,2020-01-03 13:00:00,13,80,569,167350,22587.84,314.635004838342,8.4,28.1,1.0,0.0,2.1,4,0,89.74
6576273,18837,2020-01-03 14:00:00,14,80,569,167350,22314.2,314.635004838342,8.6,29.0,1.3,0.0,3.1,4,0,88.65
6576274,18837,2020-01-03 15:00:00,15,80,569,167350,22126.68,314.635004838342,8.7,29.9,1.3,0.0,3.6,4,0,87.91
6576275,18837,2020-01-03 16:00:00,16,80,569,167350,22190.16,314.635004838342,8.3,29.7,1.1,0.0,3.1,4,0,88.16
6576276,18837,2020-01-03 17:00:00,17,80,569,167350,23481.88,314.635004838342,6.9,33.8,1.1,0.0,3.8,4,0,93.29
6576277,18837,2020-01-03 18:00:00,18,80,569,167350,28220.12,314.635004838342,5.3,39.4,0.8,0.0,1.2,4,0,112.11
6576278,18837,2020-01-03 19:00:00,19,80,569,167350,30609.88,314.635004838342,4.9,40.0,0.7,0.0,0.0,4,0,121.61
6576279,18837,2020-01-03 20:00:00,20,80,569,167350,31333.52,314.635004838342,4.4,38.0,0.9,0.0,-0.6,4,0,124.48
6576280,18837,2020-01-03 21:00:00,21,80,569,167350,31315.16,314.635004838342,3.4,40.7,1.5,0.0,-1.6,4,0,124.41
6576281,18837,2020-01-03 22:00:00,22,80,569,167350,31010.88,314.635004838342,3.6,38.0,1.6,0.0,-2.3,4,0,123.2
6576282,18837,2020-01-03 23:00:00,23,80,569,167350,29845.48,314.635004838342,2.9,39.7,1.1,0.0,-3.0,4,0,118.57
6576283,18837,2020-01-04 00:00:00,24,80,569,167350,27615.96,314.635004838342,2.0,42.5,0.6,0.0,-3.4,5,1,109.71
6576284,18837,2020-01-04 01:00:00,1,80,569,167350,24892.76,314.635004838342,2.2,34.9,1.8,0.0,-4.0,5,1,98.9
6576285,18837,2020-01-04 02:00:00,2,80,569,167350,21663.44,314.635004838342,1.2,43.3,1.5,0.0,-4.6,5,1,86.07
6576286,18837,2020-01-04 03:00:00,3,80,569,167350,19540.28,314.635004838342,1.4,39.8,1.7,0.0,-4.9,5,1,77.63
6576287,18837,2020-01-04 04:00:00,4,80,569,167350,18250.56,314.635004838342,2.2,33.4,1.4,0.0,-5.0,5,1,72.51
6576288,18837,2020-01-04 05:00:00,5,80,569,167350,17805.72,314.635004838342,2.5,30.5,1.7,0.0,-5.3,5,1,70.74
6576289,18837,2020-01-04 06:00:00,6,80,569,167350,18088.72,314.635004838342,2.4,29.9,1.4,0.0,-4.4,5,1,71.86
6576290,18837,2020-01-04 07:00:00,7,80,569,167350,19094.0,314.635004838342,2.4,31.0,1.4,0.0,-3.5,5,1,75.86
6576291,18837,2020-01-04 08:00:00,8,80,569,167350,21362.8,314.635004838342,2.1,32.1,1.0,0.0,-3.3,5,1,84.87
6576292,18837,2020-01-04 09:00:00,9,80,569,167350,24669.16,314.635004838342,2.6,32.4,1.1,0.0,-2.5,5,1,98.01
6576293,18837,2020-01-04 10:00:00,10,80,569,167350,26328.32,314.635004838342,3.7,30.4,1.8,0.0,-0.7,5,1,104.6
6576294,18837,2020-01-04 11:00:00,11,80,569,167350,26540.36,314.635004838342,4.9,32.5,0.9,0.0,1.3,5,1,105.44
6576295,18837,2020-01-04 12:00:00,12,80,569,167350,25952.16,314.635004838342,5.5,36.4,1.0,0.0,3.8,5,1,103.1
6576296,18837,2020-01-04 13:00:00,13,80,569,167350,25391.4,314.635004838342,6.1,39.4,0.7,0.0,5.2,5,1,100.88
6576297,18837,2020-01-04 14:00:00,14,80,569,167350,24662.4,314.635004838342,7.3,38.0,0.7,0.0,5.9,5,1,97.98
6576298,18837,2020-01-04 15:00:00,15,80,569,167350,23869.52,314.635004838342,7.8,35.4,0.4,0.0,5.5,5,1,94.83
6576299,18837,2020-01-04 16:00:00,16,80,569,167350,23843.24,314.635004838342,7.4,36.8,0.4,0.0,5.1,5,1,94.73
6576300,18837,2020-01-04 17:00:00,17,80,569,167350,24941.36,314.635004838342,6.4,39.1,0.8,0.0,3.5,5,1,99.09
6576301,18837,2020-01-04 18:00:00,18,80,569,167350,28901.64,314.635004838342,5.4,40.8,0.9,0.0,3.5,5,1,114.82
6576302,18837,2020-01-04 19:00:00,19,80,569,167350,30660.44,314.635004838342,4.8,41.1,1.1,0.0,1.5,5,1,121.81
6576303,18837,2020-01-04 20:00:00,20,80,569,167350,30737.12,314.635004838342,4.3,42.9,1.4,0.0,0.4,5,1,122.11
6576304,18837,2020-01-04 21:00:00,21,80,569,167350,30788.76,314.635004838342,4.0,43.6,1.0,0.0,-0.7,5,1,122.32
6576305,18837,2020-01-04 22:00:00,22,80,569,167350,30709.16,314.635004838342,3.6,45.7,1.1,0.0,-1.2,5,1,122.0
6576306,18837,2020-01-04 23:00:00,23,80,569,167350,29372.76,314.635004838342,3.2,46.0,0.9,0.0,-2.3,5,1,116.69
6576307,18837,2020-01-05 00:00:00,24,80,569,167350,27154.52,314.635004838342,2.6,46.2,0.5,0.0,-3.0,6,1,107.88
6576308,18837,2020-01-05 01:00:00,1,80,569,167350,24575.64,314.635004838342,2.5,46.8,0.7,0.0,-3.4,6,1,97.64
6576309,18837,2020-01-05 02:00:00,2,80,569,167350,21498.08,314.635004838342,1.9,49.6,1.1,0.0,-4.3,6,1,85.41
6576310,18837,2020-01-05 03:00:00,3,80,569,167350,19522.4,314.635004838342,1.9,49.5,0.8,0.0,-4.6,6,1,77.56
6576311,18837,2020-01-05 04:00:00,4,80,569,167350,18220.08,314.635004838342,2.0,49.3,1.2,0.0,-5.1,6,1,72.39
