Index,num,tm,hh24,n,stn,sum_qctr,sum_load,n_mean_load,nph_ta,nph_hm,nph_ws_10m,nph_rn_60m,nph_ta_chi,weekday,week_name,elec
3060119,14378,2021-01-01 01:00:00,1,13,605,8910,1035.36,73.8897917105725,-1.2,68.1,2.6,0.0,-8.0,4,0,107.79
3060120,14378,2021-01-01 02:00:00,2,13,605,8910,953.08,73.8897917105725,-2.4,66.4,1.3,0.0,-7.7,4,0,99.22
3060121,14378,2021-01-01 03:00:00,3,13,605,8910,837.16,73.8897917105725,-3.5,69.8,1.6,0.0,-9.2,4,0,87.15
3060122,14378,2021-01-01 04:00:00,4,13,605,8910,803.08,73.8897917105725,-4.1,74.3,1.5,0.0,-10.1,4,0,83.6
3060123,14378,2021-01-01 05:00:00,5,13,605,8910,780.48,73.8897917105725,-4.2,75.9,1.4,0.0,-10.2,4,0,81.25
3060124,14378,2021-01-01 06:00:00,6,13,605,8910,785.88,73.8897917105725,-4.7,79.5,1.0,0.0,-10.9,4,0,81.81
3060125,14378,2021-01-01 07:00:00,7,13,605,8910,829.12,73.8897917105725,-4.5,78.3,1.3,0.0,-11.2,4,0,86.32
3060126,14378,2021-01-01 08:00:00,8,13,605,8910,962.08,73.8897917105725,-4.4,79.6,0.9,0.0,-11.5,4,0,100.16
3060127,14378,2021-01-01 09:00:00,9,13,605,8910,1113.08,73.8897917105725,-2.9,78.2,0.9,0.0,-9.5,4,0,115.88
3060128,14378,2021-01-01 10:00:00,10,13,605,8910,1166.56,73.8897917105725,-1.1,71.6,1.2,0.0,-6.7,4,0,121.44
3060129,14378,2021-01-01 11:00:00,11,13,605,8910,1169.68,73.8897917105725,0.4,68.0,1.4,0.0,-4.4,4,0,121.77
3060130,14378,2021-01-01 12:00:00,12,13,605,8910,1169.96,73.8897917105725,2.1,63.7,1.9,0.0,-2.6,4,0,121.8
3060131,14378,2021-01-01 13:00:00,13,13,605,8910,1115.32,73.8897917105725,2.8,59.0,2.5,0.0,-1.2,4,0,116.11
3060132,14378,2021-01-01 14:00:00,14,13,605,8910,1141.68,73.8897917105725,3.1,53.8,2.9,0.0,-0.6,4,0,118.85
3060133,14378,2021-01-01 15:00:00,15,13,605,8910,1115.96,73.8897917105725,3.6,51.8,3.0,0.0,-0.6,4,0,116.18
3060134,14378,2021-01-01 16:00:00,16,13,605,8910,1095.08,73.8897917105725,3.2,51.5,4.1,0.0,-0.6,4,0,114.0
3060135,14378,2021-01-01 17:00:00,17,13,605,8910,1138.8,73.8897917105725,2.3,53.9,3.6,0.0,-0.7,4,0,118.55
3060136,14378,2021-01-01 18:00:00,18,13,605,8910,1340.64,73.8897917105725,1.5,60.1,1.4,0.0,-1.4,4,0,139.57
3060137,14378,2021-01-01 19:00:00,19,13,605,8910,1387.84,73.8897917105725,0.5,66.0,1.2,0.0,-2.4,4,0,144.48
3060138,14378,2021-01-01 20:00:00,20,13,605,8910,1371.68,73.8897917105725,0.2,71.4,1.3,0.0,-2.1,4,0,142.8
3060139,14378,2021-01-01 21:00:00,21,13,605,8910,1326.76,73.8897917105725,-0.2,74.3,0.4,0.0,-2.6,4,0,138.12
3060140,14378,2021-01-01 22:00:00,22,13,605,8910,1273.28,73.8897917105725,-0.5,76.7,1.3,0.0,-4.0,4,0,132.56
3060141,14378,2021-01-01 23:00:00,23,13,605,8910,1204.76,73.8897917105725,-1.4,80.4,0.6,0.0,-5.4,4,0,125.42
3060142,14378,2021-01-02 00:00:00,24,13,605,8910,1093.56,73.8897917105725,-1.6,82.7,0.4,0.0,-4.9,5,1,113.85
3060143,14378,2021-01-02 01:00:00,1,13,605,8910,985.08,73.8897917105725,-1.7,84.6,0.7,0.0,-4.1,5,1,102.55
3060144,14378,2021-01-02 02:00:00,2,13,605,8910,877.52,73.8897917105725,-1.0,84.2,1.2,0.0,-4.0,5,1,91.35
3060145,14378,2021-01-02 03:00:00,3,13,605,8910,813.4,73.8897917105725,-1.5,88.9,1.1,0.0,-3.7,5,1,84.68
3060146,14378,2021-01-02 04:00:00,4,13,605,8910,774.6,73.8897917105725,-1.3,88.3,0.3,0.0,-4.0,5,1,80.64
3060147,14378,2021-01-02 05:00:00,5,13,605,8910,756.4,73.8897917105725,-0.9,87.9,0.6,0.0,-4.5,5,1,78.75
3060148,14378,2021-01-02 06:00:00,6,13,605,8910,766.8,73.8897917105725,-1.3,89.0,0.7,0.0,-5.0,5,1,79.83
3060149,14378,2021-01-02 07:00:00,7,13,605,8910,826.52,73.8897917105725,-1.4,90.2,0.1,0.0,-5.0,5,1,86.04
3060150,14378,2021-01-02 08:00:00,8,13,605,8910,935.92,73.8897917105725,-1.2,89.7,0.6,0.0,-5.9,5,1,97.43
3060151,14378,2021-01-02 09:00:00,9,13,605,8910,1080.08,73.8897917105725,-0.2,84.7,1.5,0.0,-5.0,5,1,112.44
3060152,14378,2021-01-02 10:00:00,10,13,605,8910,1132.96,73.8897917105725,1.4,72.0,2.0,0.0,-5.0,5,1,117.95
3060153,14378,2021-01-02 11:00:00,11,13,605,8910,1125.92,73.8897917105725,2.5,60.2,3.1,0.0,-5.3,5,1,117.21
3060154,14378,2021-01-02 12:00:00,12,13,605,8910,1133.12,73.8897917105725,3.4,53.4,3.3,0.0,-4.8,5,1,117.96
3060155,14378,2021-01-02 13:00:00,13,13,605,8910,1102.24,73.8897917105725,3.8,48.6,3.6,0.0,-4.3,5,1,114.75
3060156,14378,2021-01-02 14:00:00,14,13,605,8910,1060.88,73.8897917105725,3.6,47.0,4.3,0.0,-3.6,5,1,110.44
3060157,14378,2021-01-02 15:00:00,15,13,605,8910,1026.84,73.8897917105725,3.4,40.7,4.8,0.0,-3.7,5,1,106.9
3060158,14378,2021-01-02 16:00:00,16,13,605,8910,1023.12,73.8897917105725,2.7,35.4,3.8,0.0,-3.2,5,1,106.51
3060159,14378,2021-01-02 17:00:00,17,13,605,8910,1073.84,73.8897917105725,1.3,33.1,3.6,0.0,-3.8,5,1,111.79
3060160,14378,2021-01-02 18:00:00,18,13,605,8910,1268.08,73.8897917105725,0.3,36.0,2.8,0.0,-5.0,5,1,132.01
3060161,14378,2021-01-02 19:00:00,19,13,605,8910,1381.8,73.8897917105725,-0.6,42.2,3.0,0.0,-6.2,5,1,143.85
3060162,14378,2021-01-02 20:00:00,20,13,605,8910,1353.84,73.8897917105725,-1.2,47.2,2.0,0.0,-8.8,5,1,140.94
3060163,14378,2021-01-02 21:00:00,21,13,605,8910,1333.12,73.8897917105725,-1.7,50.0,2.1,0.0,-7.0,5,1,138.78
3060164,14378,2021-01-02 22:00:00,22,13,605,8910,1295.68,73.8897917105725,-1.9,49.9,2.2,0.0,-8.1,5,1,134.89
3060165,14378,2021-01-02 23:00:00,23,13,605,8910,1195.16,73.8897917105725,-2.3,50.9,2.5,0.0,-8.7,5,1,124.42
3060166,14378,2021-01-03 00:00:00,24,13,605,8910,1093.8,73.8897917105725,-2.7,50.5,2.3,0.0,-8.9,6,1,113.87
3060167,14378,2021-01-03 01:00:00,1,13,605,8910,1004.56,73.8897917105725,-2.8,48.1,2.6,0.0,-9.1,6,1,104.58
3060168,14378,2021-01-03 02:00:00,2,13,605,8910,896.48,73.8897917105725,-2.1,49.2,3.6,0.0,-9.0,6,1,93.33
3060169,14378,2021-01-03 03:00:00,3,13,605,8910,833.48,73.8897917105725,-1.6,48.1,3.4,0.0,-9.2,6,1,86.77
3060170,14378,2021-01-03 04:00:00,4,13,605,8910,780.0,73.8897917105725,-1.7,51.2,3.1,0.0,-9.2,6,1,81.2
3060171,14378,2021-01-03 05:00:00,5,13,605,8910,781.88,73.8897917105725,-1.5,53.4,3.3,0.0,-9.3,6,1,81.4
3060172,14378,2021-01-03 06:00:00,6,13,605,8910,772.68,73.8897917105725,-1.3,52.5,3.7,0.0,-9.7,6,1,80.44
3060173,14378,2021-01-03 07:00:00,7,13,605,8910,817.6,73.8897917105725,-1.5,50.0,3.0,0.0,-9.7,6,1,85.12
3060174,14378,2021-01-03 08:00:00,8,13,605,8910,912.76,73.8897917105725,-1.5,48.4,2.2,0.0,-10.4,6,1,95.02
3060175,14378,2021-01-03 09:00:00,9,13,605,8910,1034.96,73.8897917105725,-0.9,50.5,1.8,0.0,-8.4,6,1,107.74
3060176,14378,2021-01-03 10:00:00,10,13,605,8910,1130.08,73.8897917105725,0.5,44.9,2.5,0.0,-7.1,6,1,117.65
3060177,14378,2021-01-03 11:00:00,11,13,605,8910,1140.56,73.8897917105725,1.6,41.8,2.7,0.0,-4.9,6,1,118.74
3060178,14378,2021-01-03 12:00:00,12,13,605,8910,1099.32,73.8897917105725,2.9,39.4,4.4,0.0,-3.6,6,1,114.44
3060179,14378,2021-01-03 13:00:00,13,13,605,8910,1084.32,73.8897917105725,3.8,37.0,4.6,0.0,-3.2,6,1,112.88
3060180,14378,2021-01-03 14:00:00,14,13,605,8910,1087.68,73.8897917105725,3.8,35.6,3.7,0.0,-3.2,6,1,113.23
3060181,14378,2021-01-03 15:00:00,15,13,605,8910,1088.68,73.8897917105725,3.8,36.7,3.4,0.0,-2.7,6,1,113.34
