Index,num,tm,hh24,n,stn,sum_qctr,sum_load,n_mean_load,nph_ta,nph_hm,nph_ws_10m,nph_rn_60m,nph_ta_chi,weekday,week_name,elec
4664758,17800,2020-01-01 01:00:00,1,11,203,12000,1776.72,157.248705083623,-2.1,33.0,2.8,0.0,-7.6,2,0,102.72
4664759,17800,2020-01-01 02:00:00,2,11,203,12000,1622.56,157.248705083623,-2.2,30.2,3.3,0.0,-7.2,2,0,93.8
4664760,17800,2020-01-01 03:00:00,3,11,203,12000,1468.68,157.248705083623,-2.6,34.0,2.2,0.0,-6.9,2,0,84.91
4664761,17800,2020-01-01 04:00:00,4,11,203,12000,1357.4,157.248705083623,-2.5,40.7,2.2,0.0,-6.7,2,0,78.47
4664762,17800,2020-01-01 05:00:00,5,11,203,12000,1301.48,157.248705083623,-1.8,35.5,3.8,0.0,-6.7,2,0,75.24
4664763,17800,2020-01-01 06:00:00,6,11,203,12000,1389.72,157.248705083623,-1.6,41.8,3.7,0.0,-6.3,2,0,80.34
4664764,17800,2020-01-01 07:00:00,7,11,203,12000,1401.76,157.248705083623,-1.8,49.1,3.4,0.0,-6.1,2,0,81.04
4664765,17800,2020-01-01 08:00:00,8,11,203,12000,1443.32,157.248705083623,-1.2,46.0,3.6,0.0,-6.0,2,0,83.44
4664766,17800,2020-01-01 09:00:00,9,11,203,12000,1627.04,157.248705083623,0.4,45.6,2.9,0.0,-5.9,2,0,94.06
4664767,17800,2020-01-01 10:00:00,10,11,203,12000,1768.4,157.248705083623,1.9,44.0,2.9,0.0,-5.7,2,0,102.24
4664768,17800,2020-01-01 11:00:00,11,11,203,12000,1834.64,157.248705083623,3.3,42.6,2.8,0.0,-5.3,2,0,106.06
4664769,17800,2020-01-01 12:00:00,12,11,203,12000,1922.56,157.248705083623,4.2,40.9,3.4,0.0,-5.0,2,0,111.15
4664770,17800,2020-01-01 13:00:00,13,11,203,12000,1955.04,157.248705083623,5.0,38.4,3.3,0.0,-4.1,2,0,113.03
4664771,17800,2020-01-01 14:00:00,14,11,203,12000,1893.6,157.248705083623,5.4,38.6,2.8,0.0,-3.5,2,0,109.47
4664772,17800,2020-01-01 15:00:00,15,11,203,12000,1846.36,157.248705083623,6.0,36.7,2.7,0.0,-2.8,2,0,106.74
4664773,17800,2020-01-01 16:00:00,16,11,203,12000,1838.08,157.248705083623,6.0,36.0,2.5,0.0,-2.5,2,0,106.26
4664774,17800,2020-01-01 17:00:00,17,11,203,12000,1860.32,157.248705083623,5.3,39.5,2.4,0.0,-2.4,2,0,107.55
4664775,17800,2020-01-01 18:00:00,18,11,203,12000,2129.36,157.248705083623,3.3,51.1,1.4,0.0,-2.7,2,0,123.1
4664776,17800,2020-01-01 19:00:00,19,11,203,12000,2306.28,157.248705083623,2.2,56.6,1.5,0.0,-3.0,2,0,133.33
4664777,17800,2020-01-01 20:00:00,20,11,203,12000,2295.52,157.248705083623,1.8,56.3,1.9,0.0,-2.9,2,0,132.71
4664778,17800,2020-01-01 21:00:00,21,11,203,12000,2292.92,157.248705083623,1.6,57.7,2.0,0.0,-2.9,2,0,132.56
4664779,17800,2020-01-01 22:00:00,22,11,203,12000,2300.96,157.248705083623,1.1,61.7,2.2,0.0,-2.9,2,0,133.02
4664780,17800,2020-01-01 23:00:00,23,11,203,12000,2141.92,157.248705083623,1.3,57.2,2.7,0.0,-2.6,2,0,123.83
4664781,17800,2020-01-02 00:00:00,24,11,203,12000,1930.88,157.248705083623,1.0,60.0,3.6,0.0,-2.7,3,0,111.63
4664782,17800,2020-01-02 01:00:00,1,11,203,12000,1719.04,157.248705083623,0.6,59.7,3.1,0.0,-2.7,3,0,99.38
4664783,17800,2020-01-02 02:00:00,2,11,203,12000,1514.92,157.248705083623,0.2,61.0,3.3,0.0,-2.7,3,0,87.58
4664784,17800,2020-01-02 03:00:00,3,11,203,12000,1396.84,157.248705083623,0.4,61.7,2.6,0.0,-2.6,3,0,80.75
4664785,17800,2020-01-02 04:00:00,4,11,203,12000,1319.28,157.248705083623,-0.2,65.0,3.3,0.0,-2.6,3,0,76.27
4664786,17800,2020-01-02 05:00:00,5,11,203,12000,1296.0,157.248705083623,0.0,64.4,2.7,0.0,-2.5,3,0,74.92
4664787,17800,2020-01-02 06:00:00,6,11,203,12000,1488.84,157.248705083623,0.5,61.4,1.9,0.0,-2.4,3,0,86.07
4664788,17800,2020-01-02 07:00:00,7,11,203,12000,1564.36,157.248705083623,0.0,64.0,1.3,0.0,-2.4,3,0,90.44
4664789,17800,2020-01-02 08:00:00,8,11,203,12000,1871.04,157.248705083623,0.6,67.4,1.8,0.0,-2.4,3,0,108.17
4664790,17800,2020-01-02 09:00:00,9,11,203,12000,1872.52,157.248705083623,1.6,64.4,2.5,0.0,-2.0,3,0,108.25
4664791,17800,2020-01-02 10:00:00,10,11,203,12000,1660.08,157.248705083623,4.5,49.1,2.5,0.0,-1.1,3,0,95.97
4664792,17800,2020-01-02 11:00:00,11,11,203,12000,1615.52,157.248705083623,5.4,42.1,1.5,0.0,0.0,3,0,93.4
4664793,17800,2020-01-02 12:00:00,12,11,203,12000,1653.0,157.248705083623,6.5,39.5,1.9,0.0,0.6,3,0,95.56
4664794,17800,2020-01-02 13:00:00,13,11,203,12000,1682.12,157.248705083623,7.4,38.1,3.8,0.0,1.2,3,0,97.25
4664795,17800,2020-01-02 14:00:00,14,11,203,12000,1658.4,157.248705083623,7.7,37.9,3.2,0.0,1.5,3,0,95.88
4664796,17800,2020-01-02 15:00:00,15,11,203,12000,1619.08,157.248705083623,8.2,39.0,2.6,0.0,1.7,3,0,93.6
4664797,17800,2020-01-02 16:00:00,16,11,203,12000,1645.32,157.248705083623,8.2,40.1,2.9,0.0,1.6,3,0,95.12
4664798,17800,2020-01-02 17:00:00,17,11,203,12000,1739.56,157.248705083623,7.3,44.6,2.3,0.0,1.7,3,0,100.57
4664799,17800,2020-01-02 18:00:00,18,11,203,12000,2017.68,157.248705083623,5.6,53.1,1.1,0.0,1.2,3,0,116.65
4664800,17800,2020-01-02 19:00:00,19,11,203,12000,2335.76,157.248705083623,4.6,56.7,1.6,0.0,0.0,3,0,135.04
4664801,17800,2020-01-02 20:00:00,20,11,203,12000,2405.96,157.248705083623,4.0,60.8,1.0,0.0,0.3,3,0,139.09
4664802,17800,2020-01-02 21:00:00,21,11,203,12000,2352.52,157.248705083623,3.0,63.1,1.6,0.0,0.4,3,0,136.0
4664803,17800,2020-01-02 22:00:00,22,11,203,12000,2297.4,157.248705083623,2.5,65.7,2.2,0.0,0.3,3,0,132.82
4664804,17800,2020-01-02 23:00:00,23,11,203,12000,2151.16,157.248705083623,1.5,70.4,2.0,0.0,0.5,3,0,124.36
4664805,17800,2020-01-03 00:00:00,24,11,203,12000,1900.16,157.248705083623,1.1,69.6,2.2,0.0,0.0,4,0,109.85
4664806,17800,2020-01-03 01:00:00,1,11,203,12000,1716.68,157.248705083623,1.7,67.9,3.0,0.0,0.2,4,0,99.25
4664807,17800,2020-01-03 02:00:00,2,11,203,12000,1493.2,157.248705083623,1.4,69.8,2.5,0.0,-0.2,4,0,86.33
4664808,17800,2020-01-03 03:00:00,3,11,203,12000,1384.44,157.248705083623,1.8,69.2,3.7,0.0,-2.0,4,0,80.04
4664809,17800,2020-01-03 04:00:00,4,11,203,12000,1307.0,157.248705083623,1.4,68.9,3.7,0.0,-2.4,4,0,75.56
